Loan_ID;Gender;Married;Dependents;Education;Self_Employed;ApplicantIncome;CoapplicantIncome;LoanAmount;Loan_Amount_Term;Credit_History;Property_Area;
LP002670;Female;Yes;2;Graduate;No;2031;1632;113;480;1;Semiurban;Y
LP001844;Male;No;0;Graduate;Yes;16250;0;192;360;0;Urban;N
LP002853;Female;No;0;Not Graduate;No;3015;2000;145;360;;Urban;
LP002449;Male;Yes;0;Graduate;No;2483;2466;90;180;0;Rural;Y
LP001163;Male;Yes;2;Graduate;No;4363;1250;140;360;;Urban;
LP001743;Male;Yes;2;Graduate;No;4009;1717;116;360;1;Semiurban;Y
LP001230;Male;No;0;Graduate;No;6500;2600;200;360;1;Semiurban;
LP001469;Male;No;0;Graduate;Yes;20166;0;650;480;;Urban;Y
LP002366;Male;Yes;0;Graduate;No;2666;4300;121;360;1;Rural;Y
LP001519;Female;No;0;Graduate;No;10000;1666;225;360;1;Rural;N
LP002842;Male;Yes;1;Graduate;No;3417;1750;186;360;1;Urban;Y
LP001664;Male;No;0;Graduate;No;4191;0;120;360;1;Rural;Y
LP002778;Male;Yes;2;Graduate;Yes;6633;0;;360;0;Rural;N
LP001282;Male;Yes;0;Graduate;No;2500;2118;104;360;1;Semiurban;Y
LP001043;Male;Yes;0;Not Graduate;No;7660;0;104;360;0;Urban;N
LP001368;Male;No;0;Graduate;No;4463;0;65;360;1;Semiurban;
LP001606;Male;Yes;0;Graduate;No;3497;1964;116;360;1;Rural;Y
LP001310;Male;Yes;0;Graduate;No;5695;4167;175;360;1;Semiurban;Y
LP001877;Male;Yes;2;Graduate;No;4708;1387;150;360;1;Semiurban;Y
LP001222;Female;No;0;Graduate;No;4166;0;116;360;0;Semiurban;N
LP001865;Male;Yes;1;Graduate;No;6083;4250;330;360;;Urban;Y
LP001925;Female;No;0;Graduate;Yes;2600;1717;99;300;1;Semiurban;N
LP002170;Male;Yes;2;Graduate;No;5000;3667;236;360;1;Semiurban;Y
LP002440;Male;Yes;2;Graduate;No;2995;1120;184;360;1;Rural;
LP002165;;No;1;Not Graduate;No;2038;4027;100;360;1;Rural;
LP002769;Female;Yes;0;Graduate;No;4283;0;120;360;1;Rural;
LP002716;Male;No;0;Not Graduate;No;6783;0;130;360;1;Semiurban;Y
LP001516;Female;Yes;2;Graduate;No;14866;0;70;360;1;Urban;Y
LP002759;Male;Yes;2;Graduate;No;5000;0;149;360;1;Rural;
LP001578;Male;Yes;0;Graduate;No;2439;3333;129;360;1;Rural;Y
LP002487;Male;Yes;0;Graduate;No;3015;2188;153;360;1;Rural;Y
LP002781;Male;No;0;Graduate;No;3083;2738;120;360;1;Urban;
LP001056;Male;Yes;2;Not Graduate;No;3881;0;147;360;0;Rural;
LP001068;Male;Yes;0;Graduate;No;2799;2253;122;360;1;Semiurban;Y
LP001787;Male;Yes;3;Graduate;No;3089;2999;100;240;1;Rural;
LP001455;Male;Yes;0;Graduate;No;3571;1917;135;360;1;Urban;
LP002588;Male;Yes;0;Graduate;No;4625;2857;111;12;;Urban;Y
LP001387;Female;Yes;0;Graduate;;2929;2333;139;360;1;Semiurban;Y
LP001489;Female;Yes;0;Graduate;No;4583;0;84;360;1;Rural;N
LP002239;Male;No;0;Not Graduate;No;2346;1600;132;360;1;Semiurban;Y
LP002184;Male;Yes;0;Not Graduate;No;2914;2130;150;300;1;Urban;
LP001715;Male;Yes;3;Not Graduate;Yes;5703;0;130;360;1;Rural;Y
LP001665;Male;Yes;1;Graduate;No;3125;2583;170;360;1;Semiurban;N
LP001095;Male;No;0;Graduate;No;3167;0;74;360;1;Urban;N
LP002798;Male;Yes;0;Graduate;No;3887;2669;162;360;1;Semiurban;Y
LP001972;Male;Yes;;Not Graduate;No;2875;1750;105;360;1;Semiurban;Y
LP001432;Male;Yes;2;Graduate;No;2957;0;81;360;1;Semiurban;Y
LP002389;Female;No;1;Graduate;No;4028;0;131;360;1;Semiurban;
LP002741;Female;Yes;1;Graduate;No;4608;2845;140;180;1;Semiurban;Y
LP001349;Male;No;0;Graduate;No;4843;3806;151;360;1;Semiurban;Y
LP002772;Male;No;0;Graduate;No;2526;1783;145;360;1;Rural;Y
LP002952;Male;No;0;Graduate;No;2500;0;60;360;1;Urban;
LP002397;Female;Yes;1;Graduate;No;3719;1585;114;360;1;Urban;
LP002542;Male;Yes;0;Graduate;;6500;0;144;360;1;Urban;
LP002016;Male;Yes;2;Graduate;No;5128;0;143;360;1;Rural;
LP002561;Male;Yes;0;Graduate;No;5000;0;126;360;1;Rural;
LP001050;;Yes;2;Not Graduate;No;3365;1917;112;360;0;Rural;N
LP001498;Male;No;0;Graduate;No;5417;0;168;360;1;Urban;Y
LP002231;Female;No;0;Graduate;No;6000;0;156;360;1;Urban;Y
LP001722;Male;Yes;0;Graduate;No;150;1800;135;360;1;Rural;N
LP001695;Male;Yes;1;Not Graduate;No;3321;2088;70;;1;Semiurban;
LP001794;Male;Yes;2;Graduate;Yes;10890;0;260;12;1;Rural;
LP002936;Male;Yes;0;Graduate;No;3859;3300;142;180;1;Rural;Y
LP002534;Female;No;0;Not Graduate;No;4350;0;154;360;1;Rural;Y
LP001907;Male;Yes;0;Graduate;No;14583;0;436;360;1;Semiurban;Y
LP002137;Male;Yes;0;Graduate;No;6333;4583;259;360;;Semiurban;Y
LP002739;Male;Yes;0;Not Graduate;No;2917;536;66;360;1;Rural;N
LP002288;Male;Yes;2;Not Graduate;No;2889;0;45;180;0;Urban;N
LP001375;Male;Yes;1;Graduate;;4083;1775;139;60;1;Urban;
LP002743;Female;No;0;Graduate;No;2138;0;99;360;0;Semiurban;N
LP002316;Male;No;0;Graduate;No;2231;2774;176;360;0;Urban;
LP001210;Male;Yes;0;Graduate;Yes;2267;2792;90;360;1;Urban;
